"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","59"
"Cow Dung","6"
"Electricity Fuel","2"
"KeroseneFuel","11"
"LP Gas","34"
"Not Sated about Fuel","17"
"OthersFuel","3"
"Wood/FireWood","4545"
"Total","4677"
