"Population by Religion","Number"
"Bahai","5"
"Bon","1"
"Buddism","3510"
"Christianity","156"
"Hindu","10304"
"Islam","3"
"Jainism","0"
"Kirat","6396"
"Prakriti","665"
"Sikhism","0"
"Undefined","24"
"Total","21064"
