"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","20"
"Cow Dung","4"
"Electricity Fuel","6"
"KeroseneFuel","358"
"LP Gas","10936"
"Not Sated about Fuel","101"
"OthersFuel","21"
"Wood/FireWood","2883"
"Total","14329"
