"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","4817"
"Christianity","1545"
"Hindu","53636"
"Islam","98"
"Jainism","1"
"Kirat","307"
"Prakriti","30"
"Sikhism","0"
"Undefined","118"
"Total","60553"
