"Population by Five Years Age Group","Number"
"0-4",""
"Female","197"
"Male","190"
"10-14",""
"Female","189"
"Male","235"
"15-19",""
"Female","121"
"Male","137"
"20-24",""
"Female","169"
"Male","181"
"25-29",""
"Female","185"
"Male","199"
"30-34",""
"Female","156"
"Male","176"
"35-39",""
"Female","134"
"Male","171"
"40-44",""
"Female","133"
"Male","123"
"45-49",""
"Female","111"
"Male","101"
"50-54",""
"Female","129"
"Male","118"
"55-59",""
"Female","82"
"Male","92"
"5-9",""
"Female","216"
"Male","190"
"60-64",""
"Female","119"
"Male","95"
"65-69",""
"Female","69"
"Male","47"
"70-74",""
"Female","46"
"Male","42"
"75+",""
"Female","57"
"Male","40"
