"Population by Five Years Age Group","Number"
"0-4",""
"Female","2060"
"Male","2170"
"10-14",""
"Female","2803"
"Male","2932"
"15-19",""
"Female","2008"
"Male","2252"
"20-24",""
"Female","1770"
"Male","1776"
"25-29",""
"Female","1760"
"Male","1605"
"30-34",""
"Female","1520"
"Male","1394"
"35-39",""
"Female","1556"
"Male","1323"
"40-44",""
"Female","1113"
"Male","1283"
"45-49",""
"Female","933"
"Male","973"
"50-54",""
"Female","616"
"Male","818"
"55-59",""
"Female","585"
"Male","641"
"5-9",""
"Female","2663"
"Male","2849"
"60-64",""
"Female","567"
"Male","640"
"65-69",""
"Female","289"
"Male","399"
"70-74",""
"Female","200"
"Male","251"
"75+",""
"Female","209"
"Male","197"
