"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","29"
"Male","19"
"Danuwar",""
"Female","73"
"Male","74"
"Hindi",""
"Female","14"
"Male","13"
"Magahi",""
"Female","396"
"Male","415"
"Magar",""
"Female","29"
"Male","24"
"Maithili",""
"Female","17814"
"Male","18507"
"Nepali",""
"Female","1283"
"Male","1185"
"Newar",""
"Female","135"
"Male","105"
"Not Reported",""
"Female","36"
"Male","50"
"Others",""
"Female","25"
"Male","15"
"Rai",""
"Female","41"
"Male","43"
"Sunuwar",""
"Female","15"
"Male","17"
"Tamang",""
"Female","63"
"Male","55"
"Tharu",""
"Female","71"
"Male","74"
"Uranw/Urau",""
"Female","77"
"Male","74"
"Urdu",""
"Female","551"
"Male","471"
