"Population by Religion","Number"
"Bahai","5"
"Bon","2"
"Buddism","3774"
"Christianity","1278"
"Hindu","46286"
"Islam","264"
"Jainism","0"
"Kirat","11806"
"Prakriti","1003"
"Sikhism","0"
"Undefined","220"
"Total","64638"
