"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1223"
"Cow Dung","970"
"Electricity Fuel","5"
"KeroseneFuel","113"
"LP Gas","1659"
"Not Sated about Fuel","63"
"OthersFuel","30"
"Wood/FireWood","10632"
"Total","14695"
