"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","6070"
"Male","5679"
"","11749"
"Bhujel",""
"Female","30"
"Male","28"
"","58"
"Darai",""
"Female","8"
"Male","4"
"","12"
"Doteli",""
"Female","14"
"Male","17"
"","31"
"Ghale",""
"Female","7"
"Male","5"
"","12"
"Gurung",""
"Female","1218"
"Male","898"
"","2116"
"Hindi",""
"Female","34"
"Male","53"
"","87"
"Magar",""
"Female","1944"
"Male","1624"
"","3568"
"Maithili",""
"Female","406"
"Male","382"
"","788"
"Nepali",""
"Female","19398"
"Male","15898"
"","35296"
"Newar",""
"Female","216"
"Male","198"
"","414"
"Others",""
"Female","22"
"Male","16"
"","38"
"Rai",""
"Female","17"
"Male","14"
"","31"
"Sherpa",""
"Female","22"
"Male","20"
"","42"
"Sign Language",""
"Female","9"
"Male","8"
"","17"
"Tamang",""
"Female","165"
"Male","133"
"","298"
"Thakali",""
"Female","8"
"Male","7"
"","15"
"Tharu",""
"Female","617"
"Male","601"
"","1218"
