"Population by Caste Ethinicity","Number"
"Badi",""
"Female","49"
"Male","38"
"","87"
"Brahman - Hill",""
"Female","563"
"Male","523"
"","1086"
"Chhetri",""
"Female","2787"
"Male","2240"
"","5027"
"Damai/Dholi",""
"Female","253"
"Male","177"
"","430"
"Gharti/Bhujel",""
"Female","84"
"Male","74"
"","158"
"Gurung",""
"Female","703"
"Male","605"
"","1308"
"Kami",""
"Female","187"
"Male","146"
"","333"
"Limbu",""
"Female","3001"
"Male","2481"
"","5482"
"Magar",""
"Female","569"
"Male","513"
"","1082"
"Newar",""
"Female","198"
"Male","176"
"","374"
"Others",""
"Female","40"
"Male","43"
"","83"
"Rai",""
"Female","325"
"Male","314"
"","639"
"Sanyasi/Dasnami",""
"Female","28"
"Male","30"
"","58"
"Sarki",""
"Female","58"
"Male","42"
"","100"
"Sherpa",""
"Female","82"
"Male","85"
"","167"
"Tamang",""
"Female","200"
"Male","168"
"","368"
"Teli",""
"Female","11"
"Male","8"
"","19"
"Thakuri",""
"Female","19"
"Male","24"
"","43"
"Tharu",""
"Female","3"
"Male","10"
"","13"
"Yakkha",""
"Female","46"
"Male","31"
"","77"
