"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","0"
"Electricity Fuel","6"
"KeroseneFuel","9"
"LP Gas","166"
"Not Sated about Fuel","10"
"OthersFuel","1"
"Wood/FireWood","3485"
"Total","3677"
