"Population by Caste Ethinicity","Number"
"Badi",""
"Female","15"
"Male","14"
"","29"
"Bantaba",""
"Female","6"
"Male","6"
"","12"
"Baraee",""
"Female","6"
"Male","6"
"","12"
"Bhote",""
"Female","105"
"Male","84"
"","189"
"Brahman - Hill",""
"Female","3382"
"Male","3095"
"","6477"
"Brahman - Tarai",""
"Female","10"
"Male","9"
"","19"
"Chhetri",""
"Female","6738"
"Male","6048"
"","12786"
"Dalit Others",""
"Female","7"
"Male","5"
"","12"
"Damai/Dholi",""
"Female","1103"
"Male","969"
"","2072"
"Danuwar",""
"Female","694"
"Male","669"
"","1363"
"Dhanuk",""
"Female","10"
"Male","15"
"","25"
"Gharti/Bhujel",""
"Female","733"
"Male","666"
"","1399"
"Gurung",""
"Female","78"
"Male","62"
"","140"
"Hajam/Thakur",""
"Female","36"
"Male","53"
"","89"
"Halwai",""
"Female","17"
"Male","23"
"","40"
"Hayu",""
"Female","460"
"Male","427"
"","887"
"Kalwar",""
"Female","101"
"Male","104"
"","205"
"Kami",""
"Female","1610"
"Male","1425"
"","3035"
"Kanu",""
"Female","16"
"Male","23"
"","39"
"Kathabaniyan",""
"Female","43"
"Male","56"
"","99"
"Kayastha",""
"Female","19"
"Male","17"
"","36"
"Koiri/Kushwaha",""
"Female","12"
"Male","12"
"","24"
"Kumal",""
"Female","7"
"Male","5"
"","12"
"Limbu",""
"Female","11"
"Male","8"
"","19"
"Lohar",""
"Female","5"
"Male","13"
"","18"
"Magar",""
"Female","3987"
"Male","3386"
"","7373"
"Majhi",""
"Female","1199"
"Male","1072"
"","2271"
"Musalman",""
"Female","16"
"Male","34"
"","50"
"Newar",""
"Female","3481"
"Male","3152"
"","6633"
"Others",""
"Female","60"
"Male","67"
"","127"
"Pahari",""
"Female","19"
"Male","16"
"","35"
"Rai",""
"Female","99"
"Male","97"
"","196"
"Rajput",""
"Female","7"
"Male","8"
"","15"
"Sanyasi/Dasnami",""
"Female","260"
"Male","227"
"","487"
"Sarki",""
"Female","1258"
"Male","1161"
"","2419"
"Sherpa",""
"Female","11"
"Male","11"
"","22"
"Sonar",""
"Female","66"
"Male","79"
"","145"
"Sudhi",""
"Female","63"
"Male","80"
"","143"
"Sunuwar",""
"Female","364"
"Male","323"
"","687"
"Tamang",""
"Female","7503"
"Male","6596"
"","14099"
"Teli",""
"Female","28"
"Male","42"
"","70"
"Thakuri",""
"Female","165"
"Male","179"
"","344"
"Thami",""
"Female","48"
"Male","40"
"","88"
"Tharu",""
"Female","31"
"Male","39"
"","70"
"Undefined Others",""
"Female","16"
"Male","8"
"","24"
"Yadav",""
"Female","9"
"Male","22"
"","31"
"Yakkha",""
"Female","10"
"Male","9"
"","19"
