"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","3316"
"Christianity","1499"
"Hindu","20216"
"Islam","16"
"Jainism","0"
"Kirat","0"
"Prakriti","13"
"Sikhism","0"
"Undefined","5"
"Total","25065"
