"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","221"
"Cow Dung","2"
"Electricity Fuel","2"
"KeroseneFuel","6"
"LP Gas","126"
"Not Sated about Fuel","42"
"OthersFuel","0"
"Wood/FireWood","4189"
"Total","4588"
