"Population by Five Years Age Group","Number"
"0-4",""
"Female","898"
"Male","920"
"10-14",""
"Female","932"
"Male","904"
"15-19",""
"Female","735"
"Male","669"
"20-24",""
"Female","589"
"Male","315"
"25-29",""
"Female","584"
"Male","288"
"30-34",""
"Female","456"
"Male","210"
"35-39",""
"Female","406"
"Male","239"
"40-44",""
"Female","354"
"Male","233"
"45-49",""
"Female","348"
"Male","249"
"50-54",""
"Female","293"
"Male","282"
"55-59",""
"Female","275"
"Male","270"
"5-9",""
"Female","936"
"Male","905"
"60-64",""
"Female","311"
"Male","250"
"65-69",""
"Female","244"
"Male","212"
"70-74",""
"Female","196"
"Male","193"
"75+",""
"Female","213"
"Male","203"
