"Population by Five Years Age Group","Number"
"0-4",""
"Female","1327"
"Male","1333"
"10-14",""
"Female","1346"
"Male","1609"
"15-19",""
"Female","919"
"Male","1203"
"20-24",""
"Female","785"
"Male","873"
"25-29",""
"Female","848"
"Male","872"
"30-34",""
"Female","837"
"Male","780"
"35-39",""
"Female","685"
"Male","782"
"40-44",""
"Female","535"
"Male","606"
"45-49",""
"Female","447"
"Male","471"
"50-54",""
"Female","340"
"Male","407"
"55-59",""
"Female","278"
"Male","343"
"5-9",""
"Female","1569"
"Male","1647"
"60-64",""
"Female","330"
"Male","334"
"65-69",""
"Female","248"
"Male","259"
"70-74",""
"Female","161"
"Male","203"
"75+",""
"Female","152"
"Male","170"
