"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","3"
"Cow Dung","1997"
"Electricity","2"
"Kerosene","66"
"LP Gas","10"
"Not stated","27"
"Others","20"
"Wood/Firewood","2750"
"Total","4875"
