"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","291"
"Cow Dung","1397"
"Electricity Fuel","0"
"KeroseneFuel","102"
"LP Gas","855"
"Not Sated about Fuel","43"
"OthersFuel","10"
"Wood/FireWood","8552"
"Total","11250"
