"Population by Mother tongue","Number"
"Avadhi",""
"Female","3"
"Male","9"
"Bhojpuri",""
"Female","16"
"Male","12"
"Doteli",""
"Female","7"
"Male","7"
"Gurung",""
"Female","87"
"Male","73"
"Hindi",""
"Female","118"
"Male","133"
"Kham",""
"Female","147"
"Male","119"
"Magar",""
"Female","334"
"Male","249"
"Maithili",""
"Female","24"
"Male","30"
"Nepali",""
"Female","9980"
"Male","8651"
"Newar",""
"Female","27"
"Male","25"
"Not Reported",""
"Female","9"
"Male","4"
"Others",""
"Female","13"
"Male","8"
"Tamang",""
"Female","7"
"Male","7"
"Tharu",""
"Female","10384"
"Male","9984"
"Urdu",""
"Female","145"
"Male","152"
