"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1450"
"Cow Dung","10"
"Electricity","5"
"Kerosene","32"
"LP Gas","765"
"Not stated","76"
"Others","7"
"Wood/Firewood","5710"
"Total","8055"
