"Population by Mother tongue","Number"
"Bahing",""
"Female","8"
"Male","6"
"Chamling",""
"Female","1307"
"Male","1147"
"Magar",""
"Female","1613"
"Male","1389"
"Maithili",""
"Female","7"
"Male","19"
"Nepali",""
"Female","2944"
"Male","2869"
"Newar",""
"Female","329"
"Male","272"
"Others",""
"Female","19"
"Male","12"
"Rai",""
"Female","80"
"Male","66"
"Sunuwar",""
"Female","223"
"Male","192"
"Tamang",""
"Female","983"
"Male","853"
"Tilung",""
"Female","21"
"Male","16"
"Wambule",""
"Female","99"
"Male","88"
