"Population by Five Years Age Group","Number"
"0-4",""
"Female","816"
"Male","799"
"10-14",""
"Female","1149"
"Male","1083"
"15-19",""
"Female","916"
"Male","775"
"20-24",""
"Female","587"
"Male","429"
"25-29",""
"Female","512"
"Male","328"
"30-34",""
"Female","427"
"Male","317"
"35-39",""
"Female","406"
"Male","347"
"40-44",""
"Female","352"
"Male","346"
"45-49",""
"Female","328"
"Male","315"
"50-54",""
"Female","290"
"Male","285"
"55-59",""
"Female","240"
"Male","236"
"5-9",""
"Female","1060"
"Male","1113"
"60-64",""
"Female","206"
"Male","205"
"65-69",""
"Female","146"
"Male","145"
"70-74",""
"Female","100"
"Male","101"
"75+",""
"Female","98"
"Male","110"
