"Population by Five Years Age Group","Number"
"0-4",""
"Female","941"
"Male","894"
"10-14",""
"Female","1201"
"Male","1169"
"15-19",""
"Female","1224"
"Male","1125"
"20-24",""
"Female","940"
"Male","514"
"25-29",""
"Female","831"
"Male","442"
"30-34",""
"Female","668"
"Male","407"
"35-39",""
"Female","658"
"Male","382"
"40-44",""
"Female","647"
"Male","427"
"45-49",""
"Female","517"
"Male","432"
"50-54",""
"Female","476"
"Male","422"
"55-59",""
"Female","419"
"Male","365"
"5-9",""
"Female","1029"
"Male","1076"
"60-64",""
"Female","371"
"Male","352"
"65-69",""
"Female","244"
"Male","284"
"70-74",""
"Female","191"
"Male","210"
"75+",""
"Female","203"
"Male","222"
