"Number of households by type of outer wall","Number"
"BambooWall","876"
"Cement Bonded Bricks/Stone Wall","218"
"Mud Bonded Bricks/Stone Wall","3161"
"Not stated","14"
"Others","16"
"Unbaked Bricks","2"
"Wood/Planks","255"
"Total","4542"
