"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","11"
"Male","7"
"Danuwar",""
"Female","189"
"Male","196"
"Magahi",""
"Female","82"
"Male","68"
"Maithili",""
"Female","13403"
"Male","12509"
"Nepali",""
"Female","149"
"Male","126"
"Newar",""
"Female","7"
"Male","9"
"Not Reported",""
"Female","12"
"Male","8"
"Others",""
"Female","14"
"Male","5"
"Rai",""
"Female","8"
"Male","6"
"Sunuwar",""
"Female","54"
"Male","34"
"Tharu",""
"Female","207"
"Male","185"
"Urdu",""
"Female","390"
"Male","375"
