"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","21"
"Cow Dung","3949"
"Electricity","2"
"Kerosene","36"
"LP Gas","15"
"Not stated","25"
"Others","54"
"Wood/Firewood","728"
"Total","4830"
