"Population by Five Years Age Group","Number"
"0-4",""
"Female","976"
"Male","895"
"10-14",""
"Female","1461"
"Male","1451"
"15-19",""
"Female","1507"
"Male","1386"
"20-24",""
"Female","1139"
"Male","720"
"25-29",""
"Female","908"
"Male","594"
"30-34",""
"Female","683"
"Male","526"
"35-39",""
"Female","605"
"Male","454"
"40-44",""
"Female","613"
"Male","508"
"45-49",""
"Female","572"
"Male","522"
"50-54",""
"Female","483"
"Male","504"
"55-59",""
"Female","381"
"Male","385"
"5-9",""
"Female","1360"
"Male","1370"
"60-64",""
"Female","319"
"Male","339"
"65-69",""
"Female","192"
"Male","233"
"70-74",""
"Female","172"
"Male","189"
"75+",""
"Female","193"
"Male","244"
