"Population by Single Year of Age","Number"
"0",""
"Female","194"
"Male","172"
"1",""
"Female","184"
"Male","161"
"10",""
"Female","296"
"Male","269"
"11",""
"Female","274"
"Male","254"
"12",""
"Female","284"
"Male","332"
"13",""
"Female","303"
"Male","292"
"14",""
"Female","304"
"Male","304"
"15",""
"Female","285"
"Male","284"
"16",""
"Female","328"
"Male","295"
"17",""
"Female","336"
"Male","281"
"18",""
"Female","346"
"Male","329"
"19",""
"Female","212"
"Male","197"
"2",""
"Female","179"
"Male","177"
"20",""
"Female","258"
"Male","179"
"21",""
"Female","218"
"Male","137"
"22",""
"Female","280"
"Male","166"
"23",""
"Female","200"
"Male","126"
"24",""
"Female","183"
"Male","112"
"25",""
"Female","240"
"Male","138"
"26",""
"Female","209"
"Male","126"
"27",""
"Female","171"
"Male","127"
"28",""
"Female","168"
"Male","126"
"29",""
"Female","120"
"Male","77"
"3",""
"Female","187"
"Male","165"
"30",""
"Female","230"
"Male","147"
"31",""
"Female","79"
"Male","84"
"32",""
"Female","137"
"Male","107"
"33",""
"Female","112"
"Male","92"
"34",""
"Female","125"
"Male","96"
"35",""
"Female","171"
"Male","120"
"36",""
"Female","106"
"Male","97"
"37",""
"Female","92"
"Male","80"
"38",""
"Female","119"
"Male","82"
"39",""
"Female","117"
"Male","75"
"4",""
"Female","232"
"Male","220"
"40",""
"Female","190"
"Male","140"
"41",""
"Female","102"
"Male","95"
"42",""
"Female","121"
"Male","101"
"43",""
"Female","100"
"Male","102"
"44",""
"Female","100"
"Male","70"
"45",""
"Female","154"
"Male","143"
"46",""
"Female","108"
"Male","101"
"47",""
"Female","91"
"Male","71"
"48",""
"Female","105"
"Male","116"
"49",""
"Female","114"
"Male","91"
"5",""
"Female","250"
"Male","272"
"50",""
"Female","152"
"Male","166"
"51",""
"Female","92"
"Male","76"
"52",""
"Female","104"
"Male","115"
"53",""
"Female","74"
"Male","70"
"54",""
"Female","61"
"Male","77"
"55",""
"Female","119"
"Male","87"
"56",""
"Female","69"
"Male","97"
"57",""
"Female","61"
"Male","53"
"58",""
"Female","68"
"Male","81"
"59",""
"Female","64"
"Male","67"
"6",""
"Female","252"
"Male","248"
"60",""
"Female","104"
"Male","112"
"61",""
"Female","53"
"Male","65"
"62",""
"Female","55"
"Male","68"
"63",""
"Female","61"
"Male","51"
"64",""
"Female","46"
"Male","43"
"65",""
"Female","62"
"Male","49"
"66",""
"Female","21"
"Male","28"
"67",""
"Female","33"
"Male","49"
"68",""
"Female","56"
"Male","64"
"69",""
"Female","20"
"Male","43"
"7",""
"Female","301"
"Male","274"
"70",""
"Female","58"
"Male","58"
"71",""
"Female","28"
"Male","36"
"72",""
"Female","35"
"Male","42"
"73",""
"Female","30"
"Male","27"
"74",""
"Female","21"
"Male","26"
"75",""
"Female","26"
"Male","41"
"76",""
"Female","17"
"Male","22"
"77",""
"Female","23"
"Male","24"
"78",""
"Female","29"
"Male","25"
"79",""
"Female","9"
"Male","17"
"8",""
"Female","297"
"Male","309"
"80",""
"Female","16"
"Male","29"
"81",""
"Female","21"
"Male","12"
"82",""
"Female","12"
"Male","16"
"83",""
"Female","4"
"Male","13"
"84",""
"Female","13"
"Male","14"
"85",""
"Female","23"
"Male","31"
"9",""
"Female","260"
"Male","267"
