"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","94"
"Male","319"
"Bhujel",""
"Female","7"
"Male","4"
"Bote",""
"Female","298"
"Male","268"
"Darai",""
"Female","16"
"Male","11"
"Gurung",""
"Female","979"
"Male","747"
"Hindi",""
"Female","67"
"Male","161"
"Kham",""
"Female","76"
"Male","62"
"Kumal",""
"Female","28"
"Male","17"
"Limbu",""
"Female","6"
"Male","5"
"Magar",""
"Female","2752"
"Male","2123"
"Maithili",""
"Female","309"
"Male","339"
"Majhi",""
"Female","22"
"Male","33"
"Nepali",""
"Female","20179"
"Male","16879"
"Newar",""
"Female","776"
"Male","647"
"Not Reported",""
"Female","29"
"Male","27"
"Others",""
"Female","17"
"Male","17"
"Rai",""
"Female","37"
"Male","27"
"Sign Language",""
"Female","4"
"Male","8"
"Tamang",""
"Female","288"
"Male","242"
"Tharu",""
"Female","7800"
"Male","6664"
"Urdu",""
"Female","21"
"Male","16"
