"Population by Single Year of Age","Number"
"0",""
"Female","469"
"Male","479"
"1",""
"Female","420"
"Male","462"
"10",""
"Female","800"
"Male","835"
"11",""
"Female","760"
"Male","763"
"12",""
"Female","837"
"Male","967"
"13",""
"Female","854"
"Male","812"
"14",""
"Female","832"
"Male","865"
"15",""
"Female","788"
"Male","810"
"16",""
"Female","818"
"Male","792"
"17",""
"Female","774"
"Male","726"
"18",""
"Female","877"
"Male","789"
"19",""
"Female","694"
"Male","528"
"2",""
"Female","441"
"Male","554"
"20",""
"Female","862"
"Male","547"
"21",""
"Female","647"
"Male","450"
"22",""
"Female","803"
"Male","483"
"23",""
"Female","686"
"Male","367"
"24",""
"Female","745"
"Male","397"
"25",""
"Female","816"
"Male","418"
"26",""
"Female","641"
"Male","319"
"27",""
"Female","606"
"Male","355"
"28",""
"Female","680"
"Male","374"
"29",""
"Female","470"
"Male","295"
"3",""
"Female","431"
"Male","521"
"30",""
"Female","908"
"Male","474"
"31",""
"Female","399"
"Male","282"
"32",""
"Female","564"
"Male","384"
"33",""
"Female","401"
"Male","237"
"34",""
"Female","388"
"Male","257"
"35",""
"Female","780"
"Male","505"
"36",""
"Female","424"
"Male","278"
"37",""
"Female","334"
"Male","204"
"38",""
"Female","446"
"Male","288"
"39",""
"Female","301"
"Male","213"
"4",""
"Female","484"
"Male","581"
"40",""
"Female","760"
"Male","570"
"41",""
"Female","242"
"Male","211"
"42",""
"Female","338"
"Male","313"
"43",""
"Female","282"
"Male","223"
"44",""
"Female","238"
"Male","179"
"45",""
"Female","564"
"Male","474"
"46",""
"Female","290"
"Male","225"
"47",""
"Female","211"
"Male","228"
"48",""
"Female","293"
"Male","270"
"49",""
"Female","219"
"Male","155"
"5",""
"Female","558"
"Male","651"
"50",""
"Female","590"
"Male","449"
"51",""
"Female","184"
"Male","175"
"52",""
"Female","222"
"Male","232"
"53",""
"Female","156"
"Male","172"
"54",""
"Female","153"
"Male","176"
"55",""
"Female","358"
"Male","308"
"56",""
"Female","192"
"Male","189"
"57",""
"Female","151"
"Male","170"
"58",""
"Female","206"
"Male","201"
"59",""
"Female","154"
"Male","136"
"6",""
"Female","578"
"Male","651"
"60",""
"Female","484"
"Male","376"
"61",""
"Female","147"
"Male","137"
"62",""
"Female","144"
"Male","161"
"63",""
"Female","114"
"Male","130"
"64",""
"Female","105"
"Male","114"
"65",""
"Female","238"
"Male","235"
"66",""
"Female","95"
"Male","97"
"67",""
"Female","103"
"Male","125"
"68",""
"Female","137"
"Male","164"
"69",""
"Female","57"
"Male","85"
"7",""
"Female","661"
"Male","688"
"70",""
"Female","208"
"Male","193"
"71",""
"Female","59"
"Male","64"
"72",""
"Female","103"
"Male","78"
"73",""
"Female","79"
"Male","68"
"74",""
"Female","37"
"Male","47"
"75",""
"Female","120"
"Male","97"
"76",""
"Female","36"
"Male","63"
"77",""
"Female","46"
"Male","29"
"78",""
"Female","45"
"Male","66"
"79",""
"Female","33"
"Male","32"
"8",""
"Female","681"
"Male","733"
"80",""
"Female","77"
"Male","63"
"81",""
"Female","24"
"Male","32"
"82",""
"Female","26"
"Male","26"
"83",""
"Female","29"
"Male","25"
"84",""
"Female","37"
"Male","28"
"85",""
"Female","123"
"Male","110"
"9",""
"Female","684"
"Male","697"
