"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","82"
"Christianity","90"
"Hindu","29544"
"Islam","2695"
"Jainism","122"
"Kirat","44"
"Prakriti","2222"
"Sikhism","0"
"Undefined","53"
"Total","34852"
