"Population by Mother tongue","Number"
"Bantawa",""
"Female","10"
"Male","12"
"","22"
"Bhojpuri",""
"Female","157"
"Male","159"
"","316"
"Gurung",""
"Female","5"
"Male","10"
"","15"
"Limbu",""
"Female","10"
"Male","8"
"","18"
"Magahi",""
"Female","191"
"Male","173"
"","364"
"Magar",""
"Female","6"
"Male","8"
"","14"
"Maithili",""
"Female","7945"
"Male","7679"
"","15624"
"Nepali",""
"Female","734"
"Male","659"
"","1393"
"Newar",""
"Female","9"
"Male","6"
"","15"
"Not Reported",""
"Female","25"
"Male","26"
"","51"
"Others",""
"Female","34"
"Male","28"
"","62"
"Rai",""
"Female","54"
"Male","49"
"","103"
"Sunuwar",""
"Female","8"
"Male","7"
"","15"
"Tamang",""
"Female","13"
"Male","13"
"","26"
"Tharu",""
"Female","5296"
"Male","4968"
"","10264"
"Uranw/Urau",""
"Female","2215"
"Male","2004"
"","4219"
"Urdu",""
"Female","1209"
"Male","1122"
"","2331"
