"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","41"
"Male","47"
"","88"
"Chhetri",""
"Female","102"
"Male","103"
"","205"
"Damai/Dholi",""
"Female","15"
"Male","11"
"","26"
"Kami",""
"Female","249"
"Male","246"
"","495"
"Magar",""
"Female","2031"
"Male","1849"
"","3880"
"Majhi",""
"Female","106"
"Male","84"
"","190"
"Newar",""
"Female","225"
"Male","253"
"","478"
"Others",""
"Female","14"
"Male","29"
"","43"
"Pahari",""
"Female","11"
"Male","14"
"","25"
"Sarki",""
"Female","39"
"Male","37"
"","76"
"Tamang",""
"Female","6509"
"Male","6268"
"","12777"
