"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","10"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","7"
"LP Gas","3"
"Not Sated about Fuel","21"
"OthersFuel","2"
"Wood/FireWood","2866"
"Total","2910"
