"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","12"
"Cow Dung","2770"
"Electricity Fuel","0"
"KeroseneFuel","130"
"LP Gas","16"
"Not Sated about Fuel","75"
"OthersFuel","483"
"Wood/FireWood","2282"
"Total","5768"
