"Population by Mother tongue","Number"
"Bajjika",""
"Female","5050"
"Male","5065"
"","10115"
"Bhojpuri",""
"Female","1092"
"Male","1214"
"","2306"
"Hindi",""
"Female","9"
"Male","4"
"","13"
"Magar",""
"Female","21"
"Male","15"
"","36"
"Maithili",""
"Female","220"
"Male","207"
"","427"
"Nepali",""
"Female","38"
"Male","30"
"","68"
"Not Reported",""
"Female","12"
"Male","19"
"","31"
"Others",""
"Female","20"
"Male","11"
"","31"
"Urdu",""
"Female","14271"
"Male","13745"
"","28016"
"Yakkha",""
"Female","21"
"Male","14"
"","35"
