"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","13"
"Cow Dung","14"
"Electricity Fuel","0"
"KeroseneFuel","21"
"LP Gas","10"
"Not Sated about Fuel","26"
"OthersFuel","1"
"Wood/FireWood","5753"
"Total","5838"
