"Population by Religion","Number"
"Bahai","6"
"Bon","1"
"Buddism","794"
"Christianity","991"
"Hindu","16383"
"Islam","17"
"Jainism","0"
"Kirat","11337"
"Prakriti","3"
"Sikhism","0"
"Undefined","43"
"Total","29575"
