"Population by Mother tongue","Number"
"Avadhi",""
"Female","4"
"Male","11"
"","15"
"Bhojpuri",""
"Female","53"
"Male","83"
"","136"
"Chhantyal",""
"Female","90"
"Male","86"
"","176"
"Gurung",""
"Female","15"
"Male","11"
"","26"
"Hindi",""
"Female","383"
"Male","384"
"","767"
"Kham",""
"Female","77"
"Male","59"
"","136"
"Kumal",""
"Female","15"
"Male","5"
"","20"
"Magar",""
"Female","552"
"Male","464"
"","1016"
"Maithili",""
"Female","32"
"Male","46"
"","78"
"Nepali",""
"Female","56367"
"Male","49469"
"","105836"
"Newar",""
"Female","97"
"Male","92"
"","189"
"Not Reported",""
"Female","39"
"Male","33"
"","72"
"Others",""
"Female","16"
"Male","20"
"","36"
"Tamang",""
"Female","8"
"Male","4"
"","12"
"Tharu",""
"Female","17070"
"Male","15863"
"","32933"
"Urdu",""
"Female","35"
"Male","45"
"","80"
