"Population by Mother tongue","Number"
"Bantawa",""
"Female","17"
"Male","12"
"","29"
"Chamling",""
"Female","2073"
"Male","1884"
"","3957"
"Gurung",""
"Female","46"
"Male","48"
"","94"
"Magar",""
"Female","55"
"Male","37"
"","92"
"Maithili",""
"Female","8"
"Male","10"
"","18"
"Nepali",""
"Female","3510"
"Male","3102"
"","6612"
"Newar",""
"Female","28"
"Male","37"
"","65"
"Not Reported",""
"Female","12"
"Male","6"
"","18"
"Others",""
"Female","22"
"Male","20"
"","42"
"Rai",""
"Female","33"
"Male","27"
"","60"
"Sampang",""
"Female","14"
"Male","8"
"","22"
"Sherpa",""
"Female","47"
"Male","47"
"","94"
"Tamang",""
"Female","266"
"Male","225"
"","491"
