"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","2"
"Electricity Fuel","1"
"KeroseneFuel","8"
"LP Gas","0"
"Not Sated about Fuel","13"
"OthersFuel","2"
"Wood/FireWood","2382"
"Total","2408"
