"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","571"
"Male","552"
"","1123"
"Chamling",""
"Female","302"
"Male","295"
"","597"
"Chhetri",""
"Female","1677"
"Male","1488"
"","3165"
"Damai/Dholi",""
"Female","226"
"Male","187"
"","413"
"Gharti/Bhujel",""
"Female","108"
"Male","89"
"","197"
"Gurung",""
"Female","197"
"Male","172"
"","369"
"Kami",""
"Female","251"
"Male","209"
"","460"
"Magar",""
"Female","76"
"Male","60"
"","136"
"Newar",""
"Female","54"
"Male","58"
"","112"
"Others",""
"Female","22"
"Male","12"
"","34"
"Rai",""
"Female","2237"
"Male","1987"
"","4224"
"Sarki",""
"Female","53"
"Male","39"
"","92"
"Sherpa",""
"Female","50"
"Male","47"
"","97"
"Tamang",""
"Female","307"
"Male","268"
"","575"
