"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","610"
"Cow Dung","1"
"Electricity","0"
"Kerosene","86"
"LP Gas","287"
"Not stated","19"
"Others","6"
"Wood/Firewood","4346"
"Total","5355"
