"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","353"
"Male","348"
"","701"
"Chhetri",""
"Female","1124"
"Male","1050"
"","2174"
"Damai/Dholi",""
"Female","186"
"Male","157"
"","343"
"Gharti/Bhujel",""
"Female","61"
"Male","60"
"","121"
"Kami",""
"Female","323"
"Male","273"
"","596"
"Magar",""
"Female","1672"
"Male","1478"
"","3150"
"Majhi",""
"Female","31"
"Male","21"
"","52"
"Newar",""
"Female","538"
"Male","508"
"","1046"
"Others",""
"Female","9"
"Male","16"
"","25"
"Rai",""
"Female","2612"
"Male","2372"
"","4984"
"Sanyasi/Dasnami",""
"Female","18"
"Male","21"
"","39"
"Sarki",""
"Female","111"
"Male","81"
"","192"
"Tamang",""
"Female","466"
"Male","435"
"","901"
"Undefined Others",""
"Female","14"
"Male","11"
"","25"
