"Population by Religion","Number"
"Bahai","2"
"Bon","0"
"Buddism","545"
"Christianity","742"
"Hindu","3947"
"Islam","0"
"Jainism","0"
"Kirat","13198"
"Prakriti","13"
"Sikhism","0"
"Undefined","87"
"Total","18534"
