"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","156"
"Cow Dung","5"
"Electricity Fuel","0"
"KeroseneFuel","19"
"LP Gas","87"
"Not Sated about Fuel","14"
"OthersFuel","1"
"Wood/FireWood","3855"
"Total","4137"
