"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","1209"
"Christianity","115"
"Hindu","17902"
"Islam","10"
"Jainism","0"
"Kirat","2"
"Prakriti","4"
"Sikhism","0"
"Undefined","76"
"Total","19318"
