"Population by Caste Ethinicity","Number"
"Badi",""
"Female","48"
"Male","52"
"","100"
"Brahman - Hill",""
"Female","531"
"Male","421"
"","952"
"Chhetri",""
"Female","386"
"Male","297"
"","683"
"Damai/Dholi",""
"Female","379"
"Male","299"
"","678"
"Darai",""
"Female","89"
"Male","72"
"","161"
"Gharti/Bhujel",""
"Female","51"
"Male","41"
"","92"
"Gurung",""
"Female","158"
"Male","108"
"","266"
"Kami",""
"Female","1125"
"Male","817"
"","1942"
"Kumal",""
"Female","1061"
"Male","817"
"","1878"
"Magar",""
"Female","5682"
"Male","4121"
"","9803"
"Newar",""
"Female","890"
"Male","698"
"","1588"
"Others",""
"Female","24"
"Male","14"
"","38"
"Sanyasi/Dasnami",""
"Female","30"
"Male","27"
"","57"
"Sarki",""
"Female","560"
"Male","375"
"","935"
"Sunuwar",""
"Female","10"
"Male","3"
"","13"
"Thakuri",""
"Female","30"
"Male","27"
"","57"
"Tharu",""
"Female","1"
"Male","12"
"","13"
"Yadav",""
"Female","38"
"Male","24"
"","62"
