"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","6765"
"Christianity","417"
"Hindu","8070"
"Islam","1"
"Jainism","1"
"Kirat","13"
"Prakriti","14"
"Sikhism","0"
"Undefined","9"
"Total","15291"
