"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","381"
"Male","359"
"","740"
"Hariyanwi",""
"Female","16"
"Male","16"
"","32"
"Magar",""
"Female","13"
"Male","9"
"","22"
"Nepali",""
"Female","2920"
"Male","2719"
"","5639"
"Newar",""
"Female","125"
"Male","111"
"","236"
"Not Reported",""
"Female","9"
"Male","5"
"","14"
"Others",""
"Female","9"
"Male","22"
"","31"
"Sherpa",""
"Female","2078"
"Male","1922"
"","4000"
"Sign Language",""
"Female","5"
"Male","13"
"","18"
"Sunuwar",""
"Female","968"
"Male","895"
"","1863"
"Tamang",""
"Female","1309"
"Male","1202"
"","2511"
