"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","247"
"Male","219"
"","466"
"Chhetri",""
"Female","1089"
"Male","1031"
"","2120"
"Dalit Others",""
"Female","17"
"Male","13"
"","30"
"Damai/Dholi",""
"Female","175"
"Male","153"
"","328"
"Gharti/Bhujel",""
"Female","178"
"Male","169"
"","347"
"Gurung",""
"Female","136"
"Male","124"
"","260"
"Jirel",""
"Female","8"
"Male","5"
"","13"
"Kami",""
"Female","277"
"Male","250"
"","527"
"Kanu",""
"Female","383"
"Male","362"
"","745"
"Magar",""
"Female","31"
"Male","34"
"","65"
"Newar",""
"Female","698"
"Male","682"
"","1380"
"Others",""
"Female","24"
"Male","32"
"","56"
"Sarki",""
"Female","61"
"Male","61"
"","122"
"Sherpa",""
"Female","2077"
"Male","1919"
"","3996"
"Sunuwar",""
"Female","1004"
"Male","926"
"","1930"
"Tamang",""
"Female","1428"
"Male","1293"
"","2721"
