"Population by Mother tongue","Number"
"Gurung",""
"Female","31"
"Male","39"
"","70"
"Hayu/Vayu",""
"Female","139"
"Male","133"
"","272"
"Magar",""
"Female","1323"
"Male","1239"
"","2562"
"Maithili",""
"Female","6"
"Male","20"
"","26"
"Majhi",""
"Female","101"
"Male","103"
"","204"
"Nepali",""
"Female","7784"
"Male","7312"
"","15096"
"Newar",""
"Female","87"
"Male","114"
"","201"
"Not Reported",""
"Female","31"
"Male","28"
"","59"
"Others",""
"Female","15"
"Male","9"
"","24"
"Rai",""
"Female","13"
"Male","16"
"","29"
"Tamang",""
"Female","399"
"Male","387"
"","786"
