"Population by Five Years Age Group","Number"
"0-4",""
"Female","1339"
"Male","1422"
"10-14",""
"Female","1921"
"Male","1985"
"15-19",""
"Female","1748"
"Male","1718"
"20-24",""
"Female","1678"
"Male","1089"
"25-29",""
"Female","1416"
"Male","1101"
"30-34",""
"Female","1041"
"Male","900"
"35-39",""
"Female","986"
"Male","806"
"40-44",""
"Female","824"
"Male","781"
"45-49",""
"Female","687"
"Male","658"
"50-54",""
"Female","825"
"Male","714"
"55-59",""
"Female","594"
"Male","552"
"5-9",""
"Female","1846"
"Male","1927"
"60-64",""
"Female","480"
"Male","473"
"65-69",""
"Female","379"
"Male","327"
"70-74",""
"Female","264"
"Male","233"
"75+",""
"Female","450"
"Male","370"
