"Population by Single Year of Age","Number"
"0",""
"Female","266"
"Male","313"
"1",""
"Female","217"
"Male","239"
"10",""
"Female","372"
"Male","414"
"11",""
"Female","353"
"Male","344"
"12",""
"Female","431"
"Male","465"
"13",""
"Female","359"
"Male","393"
"14",""
"Female","406"
"Male","369"
"15",""
"Female","373"
"Male","411"
"16",""
"Female","334"
"Male","366"
"17",""
"Female","342"
"Male","342"
"18",""
"Female","421"
"Male","370"
"19",""
"Female","278"
"Male","229"
"2",""
"Female","273"
"Male","259"
"20",""
"Female","394"
"Male","227"
"21",""
"Female","313"
"Male","217"
"22",""
"Female","421"
"Male","247"
"23",""
"Female","274"
"Male","188"
"24",""
"Female","276"
"Male","210"
"25",""
"Female","353"
"Male","237"
"26",""
"Female","294"
"Male","229"
"27",""
"Female","262"
"Male","196"
"28",""
"Female","336"
"Male","281"
"29",""
"Female","171"
"Male","158"
"3",""
"Female","277"
"Male","247"
"30",""
"Female","349"
"Male","255"
"31",""
"Female","145"
"Male","144"
"32",""
"Female","237"
"Male","194"
"33",""
"Female","154"
"Male","142"
"34",""
"Female","156"
"Male","165"
"35",""
"Female","326"
"Male","247"
"36",""
"Female","200"
"Male","151"
"37",""
"Female","139"
"Male","127"
"38",""
"Female","198"
"Male","166"
"39",""
"Female","123"
"Male","115"
"4",""
"Female","306"
"Male","364"
"40",""
"Female","327"
"Male","261"
"41",""
"Female","114"
"Male","119"
"42",""
"Female","152"
"Male","177"
"43",""
"Female","117"
"Male","117"
"44",""
"Female","114"
"Male","107"
"45",""
"Female","222"
"Male","199"
"46",""
"Female","126"
"Male","110"
"47",""
"Female","94"
"Male","102"
"48",""
"Female","156"
"Male","147"
"49",""
"Female","89"
"Male","100"
"5",""
"Female","359"
"Male","383"
"50",""
"Female","295"
"Male","235"
"51",""
"Female","122"
"Male","114"
"52",""
"Female","172"
"Male","161"
"53",""
"Female","111"
"Male","105"
"54",""
"Female","125"
"Male","99"
"55",""
"Female","166"
"Male","148"
"56",""
"Female","122"
"Male","121"
"57",""
"Female","99"
"Male","87"
"58",""
"Female","121"
"Male","115"
"59",""
"Female","86"
"Male","81"
"6",""
"Female","362"
"Male","384"
"60",""
"Female","190"
"Male","204"
"61",""
"Female","82"
"Male","72"
"62",""
"Female","76"
"Male","74"
"63",""
"Female","66"
"Male","69"
"64",""
"Female","66"
"Male","54"
"65",""
"Female","138"
"Male","104"
"66",""
"Female","54"
"Male","50"
"67",""
"Female","73"
"Male","38"
"68",""
"Female","79"
"Male","92"
"69",""
"Female","35"
"Male","43"
"7",""
"Female","372"
"Male","361"
"70",""
"Female","119"
"Male","86"
"71",""
"Female","27"
"Male","33"
"72",""
"Female","47"
"Male","45"
"73",""
"Female","40"
"Male","40"
"74",""
"Female","31"
"Male","29"
"75",""
"Female","71"
"Male","65"
"76",""
"Female","35"
"Male","38"
"77",""
"Female","42"
"Male","24"
"78",""
"Female","48"
"Male","47"
"79",""
"Female","18"
"Male","20"
"8",""
"Female","398"
"Male","426"
"80",""
"Female","51"
"Male","40"
"81",""
"Female","17"
"Male","17"
"82",""
"Female","26"
"Male","19"
"83",""
"Female","14"
"Male","14"
"84",""
"Female","28"
"Male","20"
"85",""
"Female","100"
"Male","66"
"9",""
"Female","355"
"Male","373"
