"Population by Five Years Age Group","Number"
"0-4",""
"Female","2297"
"Male","2378"
"10-14",""
"Female","3098"
"Male","3183"
"15-19",""
"Female","3102"
"Male","2784"
"20-24",""
"Female","3034"
"Male","1805"
"25-29",""
"Female","2864"
"Male","1618"
"30-34",""
"Female","2465"
"Male","1636"
"35-39",""
"Female","1995"
"Male","1502"
"40-44",""
"Female","1755"
"Male","1491"
"45-49",""
"Female","1352"
"Male","1235"
"50-54",""
"Female","1259"
"Male","1129"
"55-59",""
"Female","1015"
"Male","922"
"5-9",""
"Female","2705"
"Male","2893"
"60-64",""
"Female","932"
"Male","819"
"65-69",""
"Female","625"
"Male","656"
"70-74",""
"Female","435"
"Male","502"
"75+",""
"Female","615"
"Male","595"
