"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","688"
"Cow Dung","52"
"Electricity","6"
"Kerosene","117"
"LP Gas","4091"
"Not stated","9"
"Others","19"
"Wood/Firewood","7548"
"Total","12530"
