"Population by Single Year of Age","Number"
"0",""
"Female","2490"
"Male","2461"
"1",""
"Female","1931"
"Male","1973"
"10",""
"Female","2720"
"Male","2826"
"11",""
"Female","2025"
"Male","1998"
"12",""
"Female","2942"
"Male","3071"
"13",""
"Female","2150"
"Male","2041"
"14",""
"Female","2366"
"Male","2195"
"15",""
"Female","2152"
"Male","1954"
"16",""
"Female","2034"
"Male","1970"
"17",""
"Female","1371"
"Male","1239"
"18",""
"Female","2302"
"Male","2110"
"19",""
"Female","1281"
"Male","1181"
"2",""
"Female","2446"
"Male","2541"
"20",""
"Female","1680"
"Male","1427"
"21",""
"Female","1478"
"Male","1284"
"22",""
"Female","1772"
"Male","1616"
"23",""
"Female","1239"
"Male","1116"
"24",""
"Female","1246"
"Male","1246"
"25",""
"Female","1899"
"Male","1684"
"26",""
"Female","1250"
"Male","1205"
"27",""
"Female","972"
"Male","974"
"28",""
"Female","1553"
"Male","1480"
"29",""
"Female","652"
"Male","727"
"3",""
"Female","2809"
"Male","2747"
"30",""
"Female","1984"
"Male","1570"
"31",""
"Female","498"
"Male","545"
"32",""
"Female","1115"
"Male","1107"
"33",""
"Female","640"
"Male","647"
"34",""
"Female","663"
"Male","593"
"35",""
"Female","2031"
"Male","1870"
"36",""
"Female","759"
"Male","875"
"37",""
"Female","413"
"Male","487"
"38",""
"Female","872"
"Male","897"
"39",""
"Female","468"
"Male","484"
"4",""
"Female","2880"
"Male","2991"
"40",""
"Female","1931"
"Male","1735"
"41",""
"Female","419"
"Male","489"
"42",""
"Female","639"
"Male","773"
"43",""
"Female","382"
"Male","429"
"44",""
"Female","335"
"Male","392"
"45",""
"Female","1494"
"Male","1468"
"46",""
"Female","414"
"Male","501"
"47",""
"Female","260"
"Male","382"
"48",""
"Female","582"
"Male","744"
"49",""
"Female","289"
"Male","314"
"5",""
"Female","2909"
"Male","2908"
"50",""
"Female","1189"
"Male","1272"
"51",""
"Female","250"
"Male","383"
"52",""
"Female","370"
"Male","571"
"53",""
"Female","215"
"Male","306"
"54",""
"Female","198"
"Male","264"
"55",""
"Female","808"
"Male","956"
"56",""
"Female","274"
"Male","402"
"57",""
"Female","170"
"Male","261"
"58",""
"Female","324"
"Male","435"
"59",""
"Female","198"
"Male","285"
"6",""
"Female","2893"
"Male","2927"
"60",""
"Female","1094"
"Male","984"
"61",""
"Female","304"
"Male","309"
"62",""
"Female","342"
"Male","331"
"63",""
"Female","197"
"Male","218"
"64",""
"Female","132"
"Male","121"
"65",""
"Female","676"
"Male","542"
"66",""
"Female","150"
"Male","184"
"67",""
"Female","107"
"Male","147"
"68",""
"Female","168"
"Male","247"
"69",""
"Female","69"
"Male","128"
"7",""
"Female","2565"
"Male","2490"
"70",""
"Female","402"
"Male","391"
"71",""
"Female","54"
"Male","79"
"72",""
"Female","82"
"Male","115"
"73",""
"Female","37"
"Male","79"
"74",""
"Female","23"
"Male","43"
"75",""
"Female","151"
"Male","153"
"76",""
"Female","25"
"Male","38"
"77",""
"Female","20"
"Male","32"
"78",""
"Female","36"
"Male","67"
"79",""
"Female","10"
"Male","22"
"8",""
"Female","2913"
"Male","2893"
"80",""
"Female","85"
"Male","85"
"81",""
"Female","9"
"Male","20"
"82",""
"Female","10"
"Male","21"
"83",""
"Female","8"
"Male","20"
"84",""
"Female","11"
"Male","20"
"85",""
"Female","69"
"Male","97"
"9",""
"Female","2392"
"Male","2332"
