"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","56"
"Cow Dung","62"
"Electricity","3"
"Kerosene","17"
"LP Gas","66"
"Not stated","117"
"Others","5"
"Wood/Firewood","30142"
"Total","30468"
