"Agricultural land use area","Hectare"
"Area under arable land","13435.71"
"Area under meadows and pasture","594.60"
"Area under permanent crops","649.94"
"Area under Temporary crops","12610.81"
"Area under temporary fallow","601.46"
"Area under temporary meadows","223.43"
"Other land","751.41"
"Ponds","0.82"
"Woodland and forest","694.74"
