"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","872"
"Cow Dung","26"
"Electricity Fuel","16"
"KeroseneFuel","38"
"LP Gas","749"
"Not Sated about Fuel","41"
"OthersFuel","3"
"Wood/FireWood","6799"
"Total","8544"
