"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","24"
"Male","35"
"","59"
"Danuwar",""
"Female","2393"
"Male","2032"
"","4425"
"Hindi",""
"Female","7"
"Male","21"
"","28"
"Magar",""
"Female","22"
"Male","22"
"","44"
"Maithili",""
"Female","36"
"Male","64"
"","100"
"Nepali",""
"Female","11586"
"Male","10331"
"","21917"
"Newar",""
"Female","1715"
"Male","1558"
"","3273"
"Not Reported",""
"Female","15"
"Male","29"
"","44"
"Others",""
"Female","32"
"Male","35"
"","67"
"Rai",""
"Female","38"
"Male","30"
"","68"
"Tamang",""
"Female","4186"
"Male","3774"
"","7960"
"Tharu",""
"Female","0"
"Male","12"
"","12"
