"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","16"
"Cow Dung","4824"
"Electricity","3"
"Kerosene","137"
"LP Gas","36"
"Not stated","90"
"Others","3"
"Wood/Firewood","3541"
"Total","8650"
