"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","74"
"Male","77"
"Bhujel",""
"Female","10"
"Male","9"
"Danuwar",""
"Female","59"
"Male","54"
"Hindi",""
"Female","8"
"Male","5"
"Limbu",""
"Female","18"
"Male","12"
"Magar",""
"Female","530"
"Male","427"
"Maithili",""
"Female","11026"
"Male","10189"
"Nepali",""
"Female","2252"
"Male","2010"
"Newar",""
"Female","22"
"Male","18"
"Not Reported",""
"Female","160"
"Male","135"
"Others",""
"Female","16"
"Male","15"
"Rai",""
"Female","11"
"Male","3"
"Sunuwar",""
"Female","404"
"Male","311"
"Tamang",""
"Female","52"
"Male","50"
"Tharu",""
"Female","7792"
"Male","6665"
"Urdu",""
"Female","1001"
"Male","807"
